GeoFips,GeoName,LineCode,Description,Income
5007,"Benton, AR",2,Population (persons) 1/,249672
5007,"Benton, AR",3,Per capita personal income (dollars) 2/,71787
5009,"Boone, AR",1,Personal income (thousands of dollars),1197269
5009,"Boone, AR",2,Population (persons) 1/,37222
5009,"Boone, AR",3,Per capita personal income (dollars) 2/,32166
5011,"Bradley, AR",1,Personal income (thousands of dollars),360804
5011,"Bradley, AR",2,Population (persons) 1/,11094
5011,"Bradley, AR",3,Per capita personal income (dollars) 2/,32522
5013,"Calhoun, AR",1,Personal income (thousands of dollars),160896
5013,"Calhoun, AR",2,Population (persons) 1/,5229
5013,"Calhoun, AR",3,Per capita personal income (dollars) 2/,30770
5015,"Carroll, AR",1,Personal income (thousands of dollars),845705
5015,"Carroll, AR",2,Population (persons) 1/,27704
5015,"Carroll, AR",3,Per capita personal income (dollars) 2/,30526
5017,"Chicot, AR",1,Personal income (thousands of dollars),356056
5017,"Chicot, AR",2,Population (persons) 1/,11027
5017,"Chicot, AR",3,Per capita personal income (dollars) 2/,32289
5019,"Clark, AR",1,Personal income (thousands of dollars),702094
5019,"Clark, AR",2,Population (persons) 1/,22633
5019,"Clark, AR",3,Per capita personal income (dollars) 2/,31021
5021,"Clay, AR",1,Personal income (thousands of dollars),497662
5021,"Clay, AR",2,Population (persons) 1/,15109
5021,"Clay, AR",3,Per capita personal income (dollars) 2/,32938
5023,"Cleburne, AR",1,Personal income (thousands of dollars),850072
5023,"Cleburne, AR",2,Population (persons) 1/,25467
5023,"Cleburne, AR",3,Per capita personal income (dollars) 2/,33379
5025,"Cleveland, AR",1,Personal income (thousands of dollars),290779
5025,"Cleveland, AR",2,Population (persons) 1/,8311
5025,"Cleveland, AR",3,Per capita personal income (dollars) 2/,34987
5027,"Columbia, AR",1,Personal income (thousands of dollars),810246
5027,"Columbia, AR",2,Population (persons) 1/,24114
5027,"Columbia, AR",3,Per capita personal income (dollars) 2/,33601
5029,"Conway, AR",1,Personal income (thousands of dollars),778821
5029,"Conway, AR",2,Population (persons) 1/,21019
5029,"Conway, AR",3,Per capita personal income (dollars) 2/,37053
5031,"Craighead, AR",1,Personal income (thousands of dollars),3613538
5031,"Craighead, AR",2,Population (persons) 1/,104354
5031,"Craighead, AR",3,Per capita personal income (dollars) 2/,34628
5033,"Crawford, AR",1,Personal income (thousands of dollars),1845959
5033,"Crawford, AR",2,Population (persons) 1/,61703
5033,"Crawford, AR",3,Per capita personal income (dollars) 2/,29917
5035,"Crittenden, AR",1,Personal income (thousands of dollars),1671988
5035,"Crittenden, AR",2,Population (persons) 1/,48963
5035,"Crittenden, AR",3,Per capita personal income (dollars) 2/,34148
5037,"Cross, AR",1,Personal income (thousands of dollars),593689
5037,"Cross, AR",2,Population (persons) 1/,17284
5037,"Cross, AR",3,Per capita personal income (dollars) 2/,34349
5039,"Dallas, AR",1,Personal income (thousands of dollars),228634
5039,"Dallas, AR",2,Population (persons) 1/,7604
5039,"Dallas, AR",3,Per capita personal income (dollars) 2/,30068
5041,"Desha, AR",1,Personal income (thousands of dollars),447689
5041,"Desha, AR",2,Population (persons) 1/,11965
5041,"Desha, AR",3,Per capita personal income (dollars) 2/,37417
5043,"Drew, AR",1,Personal income (thousands of dollars),657964
5043,"Drew, AR",2,Population (persons) 1/,18778
5043,"Drew, AR",3,Per capita personal income (dollars) 2/,35039
5045,"Faulkner, AR",1,Personal income (thousands of dollars),4161330
5045,"Faulkner, AR",2,Population (persons) 1/,121552
5045,"Faulkner, AR",3,Per capita personal income (dollars) 2/,34235
5047,"Franklin, AR",1,Personal income (thousands of dollars),530368
5047,"Franklin, AR",2,Population (persons) 1/,17702
5047,"Franklin, AR",3,Per capita personal income (dollars) 2/,29961
5049,"Fulton, AR",1,Personal income (thousands of dollars),318718
5049,"Fulton, AR",2,Population (persons) 1/,12204
5049,"Fulton, AR",3,Per capita personal income (dollars) 2/,26116
5051,"Garland, AR",1,Personal income (thousands of dollars),3604254
5051,"Garland, AR",2,Population (persons) 1/,97177
5051,"Garland, AR",3,Per capita personal income (dollars) 2/,37090
5053,"Grant, AR",1,Personal income (thousands of dollars),621306
5053,"Grant, AR",2,Population (persons) 1/,18102
5053,"Grant, AR",3,Per capita personal income (dollars) 2/,34323
5055,"Greene, AR",1,Personal income (thousands of dollars),1396043
5055,"Greene, AR",2,Population (persons) 1/,44196
5055,"Greene, AR",3,Per capita personal income (dollars) 2/,31588
5057,"Hempstead, AR",1,Personal income (thousands of dollars),653494
5057,"Hempstead, AR",2,Population (persons) 1/,22084
5057,"Hempstead, AR",3,Per capita personal income (dollars) 2/,29591
5059,"Hot Spring, AR",1,Personal income (thousands of dollars),976912
5059,"Hot Spring, AR",2,Population (persons) 1/,33426
5059,"Hot Spring, AR",3,Per capita personal income (dollars) 2/,29226
5061,"Howard, AR",1,Personal income (thousands of dollars),415363
5061,"Howard, AR",2,Population (persons) 1/,13300
5061,"Howard, AR",3,Per capita personal income (dollars) 2/,31230
5063,"Independence, AR",1,Personal income (thousands of dollars),1205734
5063,"Independence, AR",2,Population (persons) 1/,37052
5063,"Independence, AR",3,Per capita personal income (dollars) 2/,32542
5065,"Izard, AR",1,Personal income (thousands of dollars),389519
5065,"Izard, AR",2,Population (persons) 1/,13445
5065,"Izard, AR",3,Per capita personal income (dollars) 2/,28971
5067,"Jackson, AR",1,Personal income (thousands of dollars),596202
5067,"Jackson, AR",2,Population (persons) 1/,17338
5067,"Jackson, AR",3,Per capita personal income (dollars) 2/,34387
5069,"Jefferson, AR",1,Personal income (thousands of dollars),2303602
5069,"Jefferson, AR",2,Population (persons) 1/,71565
5069,"Jefferson, AR",3,Per capita personal income (dollars) 2/,32189
5071,"Johnson, AR",1,Personal income (thousands of dollars),685361
5071,"Johnson, AR",2,Population (persons) 1/,26141
5071,"Johnson, AR",3,Per capita personal income (dollars) 2/,26218
5073,"Lafayette, AR",1,Personal income (thousands of dollars),233926
5073,"Lafayette, AR",2,Population (persons) 1/,6996
5073,"Lafayette, AR",3,Per capita personal income (dollars) 2/,33437
5075,"Lawrence, AR",1,Personal income (thousands of dollars),509919
5075,"Lawrence, AR",2,Population (persons) 1/,16779
5075,"Lawrence, AR",3,Per capita personal income (dollars) 2/,30390
5077,"Lee, AR",1,Personal income (thousands of dollars),250321
5077,"Lee, AR",2,Population (persons) 1/,9650
5077,"Lee, AR",3,Per capita personal income (dollars) 2/,25940
5079,"Lincoln, AR",1,Personal income (thousands of dollars),345546
5079,"Lincoln, AR",2,Population (persons) 1/,13820
5079,"Lincoln, AR",3,Per capita personal income (dollars) 2/,25003
5081,"Little River, AR",1,Personal income (thousands of dollars),407663
5081,"Little River, AR",2,Population (persons) 1/,12472
5081,"Little River, AR",3,Per capita personal income (dollars) 2/,32686
5083,"Logan, AR",1,Personal income (thousands of dollars),738971
5083,"Logan, AR",2,Population (persons) 1/,21714
5083,"Logan, AR",3,Per capita personal income (dollars) 2/,34032
5085,"Lonoke, AR",1,Personal income (thousands of dollars),2537148
5085,"Lonoke, AR",2,Population (persons) 1/,71645
5085,"Lonoke, AR",3,Per capita personal income (dollars) 2/,35413
5087,"Madison, AR",1,Personal income (thousands of dollars),494383
5087,"Madison, AR",2,Population (persons) 1/,15767
5087,"Madison, AR",3,Per capita personal income (dollars) 2/,31356
5089,"Marion, AR",1,Personal income (thousands of dollars),464432
5089,"Marion, AR",2,Population (persons) 1/,16185
5089,"Marion, AR",3,Per capita personal income (dollars) 2/,28695
5091,"Miller, AR",1,Personal income (thousands of dollars),1376508
5091,"Miller, AR",2,Population (persons) 1/,43908
5091,"Miller, AR",3,Per capita personal income (dollars) 2/,31350
5093,"Mississippi, AR",1,Personal income (thousands of dollars),1362456
5093,"Mississippi, AR",2,Population (persons) 1/,43738
5093,"Mississippi, AR",3,Per capita personal income (dollars) 2/,31150
5095,"Monroe, AR",1,Personal income (thousands of dollars),256139
5095,"Monroe, AR",2,Population (persons) 1/,7399
5095,"Monroe, AR",3,Per capita personal income (dollars) 2/,34618
5097,"Montgomery, AR",1,Personal income (thousands of dollars),248322
5097,"Montgomery, AR",2,Population (persons) 1/,8970
5097,"Montgomery, AR",3,Per capita personal income (dollars) 2/,27684
5099,"Nevada, AR",1,Personal income (thousands of dollars),278544
5099,"Nevada, AR",2,Population (persons) 1/,8558
5099,"Nevada, AR",3,Per capita personal income (dollars) 2/,32548
5101,"Newton, AR",1,Personal income (thousands of dollars),210355
5101,"Newton, AR",2,Population (persons) 1/,7913
5101,"Newton, AR",3,Per capita personal income (dollars) 2/,26583
5103,"Ouachita, AR",1,Personal income (thousands of dollars),816608
5103,"Ouachita, AR",2,Population (persons) 1/,24358
5103,"Ouachita, AR",3,Per capita personal income (dollars) 2/,33525
5105,"Perry, AR",1,Personal income (thousands of dollars),325382
5105,"Perry, AR",2,Population (persons) 1/,10189
5105,"Perry, AR",3,Per capita personal income (dollars) 2/,31935
5107,"Phillips, AR",1,Personal income (thousands of dollars),618953
5107,"Phillips, AR",2,Population (persons) 1/,19513
5107,"Phillips, AR",3,Per capita personal income (dollars) 2/,31720
5109,"Pike, AR",1,Personal income (thousands of dollars),323614
5109,"Pike, AR",2,Population (persons) 1/,10824
5109,"Pike, AR",3,Per capita personal income (dollars) 2/,29898
5111,"Poinsett, AR",1,Personal income (thousands of dollars),714444
5111,"Poinsett, AR",2,Population (persons) 1/,24040
5111,"Poinsett, AR",3,Per capita personal income (dollars) 2/,29719
5113,"Polk, AR",1,Personal income (thousands of dollars),581733
5113,"Polk, AR",2,Population (persons) 1/,20216
5113,"Polk, AR",3,Per capita personal income (dollars) 2/,28776
5115,"Pope, AR",1,Personal income (thousands of dollars),2071861
5115,"Pope, AR",2,Population (persons) 1/,63390
5115,"Pope, AR",3,Per capita personal income (dollars) 2/,32684
5117,"Prairie, AR",1,Personal income (thousands of dollars),276475
5117,"Prairie, AR",2,Population (persons) 1/,8291
5117,"Prairie, AR",3,Per capita personal income (dollars) 2/,33346
5119,"Pulaski, AR",1,Personal income (thousands of dollars),18008251
5119,"Pulaski, AR",2,Population (persons) 1/,392664
5119,"Pulaski, AR",3,Per capita personal income (dollars) 2/,45862
5121,"Randolph, AR",1,Personal income (thousands of dollars),511075
5121,"Randolph, AR",2,Population (persons) 1/,17469
5121,"Randolph, AR",3,Per capita personal income (dollars) 2/,29256
5123,"St. Francis, AR",1,Personal income (thousands of dollars),695994
5123,"St. Francis, AR",2,Population (persons) 1/,26589
5123,"St. Francis, AR",3,Per capita personal income (dollars) 2/,26176
5125,"Saline, AR",1,Personal income (thousands of dollars),4388265
5125,"Saline, AR",2,Population (persons) 1/,117460
5125,"Saline, AR",3,Per capita personal income (dollars) 2/,37360
5127,"Scott, AR",1,Personal income (thousands of dollars),302669
5127,"Scott, AR",2,Population (persons) 1/,10513
5127,"Scott, AR",3,Per capita personal income (dollars) 2/,28790
5129,"Searcy, AR",1,Personal income (thousands of dollars),216589
5129,"Searcy, AR",2,Population (persons) 1/,7869
5129,"Searcy, AR",3,Per capita personal income (dollars) 2/,27524
5131,"Sebastian, AR",1,Personal income (thousands of dollars),4853413
5131,"Sebastian, AR",2,Population (persons) 1/,127780
5131,"Sebastian, AR",3,Per capita personal income (dollars) 2/,37983
5133,"Sevier, AR",1,Personal income (thousands of dollars),450550
5133,"Sevier, AR",2,Population (persons) 1/,17290
5133,"Sevier, AR",3,Per capita personal income (dollars) 2/,26058
5135,"Sharp, AR",1,Personal income (thousands of dollars),523548
5135,"Sharp, AR",2,Population (persons) 1/,16912
5135,"Sharp, AR",3,Per capita personal income (dollars) 2/,30957
5137,"Stone, AR",1,Personal income (thousands of dollars),342741
5137,"Stone, AR",2,Population (persons) 1/,12456
5137,"Stone, AR",3,Per capita personal income (dollars) 2/,27516
5139,"Union, AR",1,Personal income (thousands of dollars),1772410
5139,"Union, AR",2,Population (persons) 1/,40144
5139,"Union, AR",3,Per capita personal income (dollars) 2/,44151
5141,"Van Buren, AR",1,Personal income (thousands of dollars),506806
5141,"Van Buren, AR",2,Population (persons) 1/,16771
5141,"Van Buren, AR",3,Per capita personal income (dollars) 2/,30219
5143,"Washington, AR",1,Personal income (thousands of dollars),7937828
5143,"Washington, AR",2,Population (persons) 1/,225477
5143,"Washington, AR",3,Per capita personal income (dollars) 2/,35205
5145,"White, AR",1,Personal income (thousands of dollars),2564654
5145,"White, AR",2,Population (persons) 1/,79161
5145,"White, AR",3,Per capita personal income (dollars) 2/,32398
5147,"Woodruff, AR",1,Personal income (thousands of dollars),228240
5147,"Woodruff, AR",2,Population (persons) 1/,6741
5147,"Woodruff, AR",3,Per capita personal income (dollars) 2/,33858
5149,"Yell, AR",1,Personal income (thousands of dollars),660963
5149,"Yell, AR",2,Population (persons) 1/,21713
5149,"Yell, AR",3,Per capita personal income (dollars) 2/,30441
6001,"Alameda, CA",1,Personal income (thousands of dollars),101370460
6001,"Alameda, CA",2,Population (persons) 1/,1638215
6001,"Alameda, CA",3,Per capita personal income (dollars) 2/,61879
6003,"Alpine, CA",1,Personal income (thousands of dollars),77373
6003,"Alpine, CA",2,Population (persons) 1/,1110
6003,"Alpine, CA",3,Per capita personal income (dollars) 2/,69705
6005,"Amador, CA",1,Personal income (thousands of dollars),1546904
6005,"Amador, CA",2,Population (persons) 1/,37001
6005,"Amador, CA",3,Per capita personal income (dollars) 2/,41807
6007,"Butte, CA",1,Personal income (thousands of dollars),9009925
6007,"Butte, CA",2,Population (persons) 1/,225411
6007,"Butte, CA",3,Per capita personal income (dollars) 2/,39971
6009,"Calaveras, CA",1,Personal income (thousands of dollars),2075036
6009,"Calaveras, CA",2,Population (persons) 1/,44828
6009,"Calaveras, CA",3,Per capita personal income (dollars) 2/,46289
6011,"Colusa, CA",1,Personal income (thousands of dollars),928809
6011,"Colusa, CA",2,Population (persons) 1/,21482
6011,"Colusa, CA",3,Per capita personal income (dollars) 2/,43237
6013,"Contra Costa, CA",1,Personal income (thousands of dollars),74756916
6013,"Contra Costa, CA",2,Population (persons) 1/,1126745
6013,"Contra Costa, CA",3,Per capita personal income (dollars) 2/,66348
6015,"Del Norte, CA",1,Personal income (thousands of dollars),902902
6015,"Del Norte, CA",2,Population (persons) 1/,27254
6015,"Del Norte, CA",3,Per capita personal income (dollars) 2/,33129
6017,"El Dorado, CA",1,Personal income (thousands of dollars),10909324
6017,"El Dorado, CA",2,Population (persons) 1/,184452
6017,"El Dorado, CA",3,Per capita personal income (dollars) 2/,59145
6019,"Fresno, CA",1,Personal income (thousands of dollars),37359815
6019,"Fresno, CA",2,Population (persons) 1/,974861
6019,"Fresno, CA",3,Per capita personal income (dollars) 2/,38323
6021,"Glenn, CA",1,Personal income (thousands of dollars),1103167
6021,"Glenn, CA",2,Population (persons) 1/,28017
6021,"Glenn, CA",3,Per capita personal income (dollars) 2/,39375
6023,"Humboldt, CA",1,Personal income (thousands of dollars),5636093
6023,"Humboldt, CA",2,Population (persons) 1/,135727
6023,"Humboldt, CA",3,Per capita personal income (dollars) 2/,41525
6025,"Imperial, CA",1,Personal income (thousands of dollars),6051569
6025,"Imperial, CA",2,Population (persons) 1/,180191
6025,"Imperial, CA",3,Per capita personal income (dollars) 2/,33584
6027,"Inyo, CA",1,Personal income (thousands of dollars),961726
6027,"Inyo, CA",2,Population (persons) 1/,18260
6027,"Inyo, CA",3,Per capita personal income (dollars) 2/,52668
6029,"Kern, CA",1,Personal income (thousands of dollars),32953453
6029,"Kern, CA",2,Population (persons) 1/,882176
6029,"Kern, CA",3,Per capita personal income (dollars) 2/,37355
6031,"Kings, CA",1,Personal income (thousands of dollars),5000842
